t, x, y, z, x', y', z', x'', y'', z''
360.0, 6502108.465911967, 3550567.1557373116, 4790754.974073417, -1532.0243814618175, 9600.185059453275, -1128.7959074150283, -3.7739806800906504, -2.0607742917041105, -2.780669810414395
380.0, 6470717.6600668365, 3742153.117130834, 4767626.221295602, -1606.7748456204529, 9558.167386072426, -1183.872066150261, -3.7007907523375305, -2.1401857199600482, -2.7267434552522944
400.0, 6437846.610790573, 3932883.1427792944, 4743406.824826147, -1680.0436597496696, 9514.607649826406, -1237.856544811944, -3.6258589827703314, -2.214979376590721, -2.6715337106514165
420.0, 6403525.282714956, 4122727.3164740936, 4718118.862612509, -1751.7985166146057, 9469.598342381209, -1290.7255394222059, -3.5494372699031964, -2.285145321694169, -2.61522617549343
440.0, 6367784.23661013, 4311657.572377871, 4691784.851836934, -1822.0120860829, 9423.231937899342, -1342.458913133387, -3.471771199508699, -2.3506950051583484, -2.5580017974305522
460.0, 6330654.531194514, 4499647.690488225, 4664427.67657011, -1890.6618756853, 9375.600479399274, -1393.0400934891106, -3.3930987553551897, -2.41165983441138, -2.5000359229566125
480.0, 6292167.627980223, 4686673.284121632, 4636070.517661238, -1957.7300671109865, 9326.795194708906, -1442.4559519539746, -3.31364920205691, -2.468089652183714, -2.441497474290749
500.0, 6252355.299600584, 4872711.780025805, 4606736.78519365, -2023.2033320814853, 9276.90614352711, -1490.6966682494112, -3.2336421396810437, -2.520051152517359, -2.3825482528116395
520.0, 6211249.54199793, 5057742.3917526845, 4576450.053784844, -2087.072631010129, 9226.021896560269, -1537.7555820059438, -3.1532867268549354, -2.567626261476284, -2.3233423666427724
540.0, 6168882.490782879, 5241746.086939655, 4545234.0009598965, -2149.332997763463, 9174.22924719393, -1583.6290341753272, -3.0727810666139272, -2.610910506865791, -2.264025778144946
560.0, 6125286.342010611, 5424705.549149834, 4513112.348779494, -2209.9833137037936, 9121.612955694452, -1628.3162005450558, -2.9923117471421166, -2.6500113988588168, -2.2047359655340064
580.0, 6080493.277558314, 5606605.134918803, 4480108.808857964, -2269.026074018092, 9068.255525526572, -1671.818919569459, -2.9120535278824504, -2.6850468408497834, -2.145601691606666
600.0, 6034535.395229874, 5787430.826642666, 4446247.0308643915, -2326.467149134364, 9014.23701100953, -1714.141516581193, -2.8321691602176764, -2.716143587199416, -2.0867428716181804
620.0, 5987444.643659523, 5967170.18192419, 4411550.55455961, -2382.3155438009685, 8959.634855230763, -1755.2906262808756, -2.7528093310264623, -2.7434357618750713, -2.0282705316944956
640.0, 5939252.762037634, 6145812.279968794, 4376042.765386226, -2436.583156164692, 8904.523756879822, -1795.2750152257186, -2.674112716868773, -2.767063449394343, -1.9702868487560672
660.0, 5889991.224637447, 6323347.665593949, 4339746.853595824, -2489.284538935259, 8848.975564464088, -1834.105405855504, -2.5962061363147897, -2.7871713670006004, -1.912885262753817
680.0, 5839691.190082057, 6499768.291382891, 4302685.776868828, -2540.436664474372, 8793.05919621091, -1871.7943034101443, -2.519204787963702, -2.803907624678821, -1.8561506520414073
700.0, 5788383.455256781, 6675067.458478307, 4264882.226357311, -2590.0586954004757, 8736.84058385173, -1908.3558269112018, -2.4432125619610683, -2.8174225774894115, -1.8001595629013876
720.0, 5736098.413742941, 6849239.756474983, 4226358.596058739, -2638.1717620608865, 8680.382638413037, -1943.8055452032959, -2.3683224132761356, -2.8278677727777173, -1.744980484575894
740.0, 5682866.018623829, 7022281.002832731, 4187136.9554116074, -2684.7987479938884, 8623.745236105558, -1978.1603188825918, -2.294616785603192, -2.8353949931181694, -1.6906741615973506
760.0, 5628715.749493786, 7194188.1821920695, 4147239.02498762, -2729.9640842879703, 8566.98522240058, -2011.4381487805365, -2.22216807546938, -2.8401553943794706, -1.6372939357431702
780.0, 5573676.583485136, 7364959.385937668, 4106686.1551443716, -2773.693553544443, 8510.156432407997, -2043.6580315235487, -2.1510391269288593, -2.8422987370459527, -1.584886110526535
800.0, 5517776.970115082, 7534593.752317193, 4065499.3074925095, -2816.014103966157, 8453.309725718504, -2074.839822553523, -2.0812837480726363, -2.8419727078940915, -1.533490331760952
820.0, 5461044.809746593, 7703091.407386751, 4023699.039025721, -2856.953673928102, 8396.493033938328, -2105.0041068714336, -2.012947241457145, -2.8393223282876567, -1.4831399783801498
840.0, 5403507.435451115, 7870453.407019837, 3981305.488757153, -2896.541027236567, 8339.751419228134, -2134.172077656171, -1.9460669414312908, -2.8344894447069175, -1.433862558340758
860.0, 5345191.598058345, 8036681.680183918, 3938338.3667041617, -2934.8055991517986, 8283.127142248484, -2162.365422814089, -1.8806727522026063, -2.8276122966478514, -1.3856801050696004
880.0, 5286123.454178326, 8201778.973657345, 3894816.9450628576, -2971.7773531342923, 8226.659738016238, -2189.6062194295787, -1.8167876813144197, -2.8188251566992792, -1.338609570529745
900.0, 5226328.556982178, 8365748.798330856, 3850760.0514154243, -3007.486648176171, 8170.386098282564, -2215.9168360148483, -1.754428363995101, -2.8082580374104396, -1.2926632115611731
920.0, 5165831.849532183, 8528595.377211208, 3806186.0638157735, -3041.9641164960512, 8114.340559150356, -2241.3198423954523, -1.6936055745802159, -2.796036459479834, -1.2478489666967554
940.0, 5104657.66045668, 8690323.59521976, 3761112.9076026795, -3075.2405513064614, 8058.554992760344, -2265.837927017267, -1.6343247218928416, -2.7822812758117847, -1.204170821158535
960.0, 5042829.7017716095, 8850938.950856064, 3715558.0537948394, -3107.3468043070848, 8003.058901981669, -2289.493821419527, -1.576586326092756, -2.7671085460823512, -1.1616291582003657
980.0, 4980371.068658289, 9010447.509778129, 3669538.5189269953, -3138.3136925131753, 7947.879517149387, -2312.3102315859646, -1.5203864750700125, -2.7506294566158487, -1.1202210953787548
1000.0, 4917304.241014473, 9168855.860329818, 3623070.8661928703, -3168.17191399489, 7893.041893992869, -2334.309775861549, -1.4657172589644707, -2.732950280585024, -1.0799408047069858
1020.0, 4853651.08660541, 9326171.071032902, 3576171.207766792, -3196.951972079747, 7838.569011996531, -2355.5149291048438, -1.412567181838227, -2.7141723737960386, -1.0407798159754345
1040.0, 4789432.865650004, 9482400.650044639, 3528855.208182765, -3224.6841075548205, 7784.481872526245, -2375.9479727345156, -1.3609215499186638, -2.6943922015970583, -1.0027273028091315
1060.0, 4724670.236686571, 9637552.506571027, 3481138.0886565214, -3251.398238397013, 7730.799596141152, -2395.6309503226626, -1.3107628361659247, -2.673701392743581, -0.9657703512812063
1080.0, 4659383.263573059, 9791634.914213408, 3433034.632243043, -3277.1239065579875, 7677.539518590985, -2414.5856283858857, -1.262071021206271, -2.6521868163586655, -0.9298942111125893
1100.0, 4593591.423484545, 9944656.476218795, 3384559.189729305, -3301.8902313334743, 7624.717285073058, -2432.8334620278, -1.21482391091304, -2.629930678434134, -0.89508252966579
1120.0, 4527313.615781564, 10096626.092594523, 3335725.6861683507, -3325.7258688543843, 7572.346942390886, -2450.3955650920907, -1.1689974311171123, -2.607010634624911, -0.8613175690875999
1140.0, 4460568.171630862, 10247552.929042764, 3286547.627967996, -3348.6589772486295, 7520.441028718924, -2467.292684493682, -1.1245659000897725, -2.5834999163875585, -0.8285804070745623
1160.0, 4393372.864270239, 10397446.387663972, 3237038.1104538003, -3370.7171870364687, 7469.010660733317, -2483.5451784061147, -1.0815022795693612, -2.5594674678030573, -0.7968511218294223
1180.0, 4325744.91981629, 10546316.079375578, 3187209.8258323376, -3391.9275763389724, 7418.0656179194675, -2499.1729979950537, -1.0397784052006764, -2.534978090699763, -0.7661089618489607
1200.0, 4257701.02852331, 10694171.797986932, 3137075.0714867255, -3412.31665049706, 7367.614423911939, -2514.1956724016263, -0.9993651973289325, -2.5100925959541414, -0.7363325012370211
1220.0, 4189257.35640907, 10841023.495870437, 3086645.7585424343, -3431.91032571814, 7317.664424762522, -2528.6322966932466, -0.9602328531391426, -2.4848679590917238, -0.7074997812728356
1240.0, 4120429.557170025, 10986881.261166986, 3035933.4206465487, -3450.7339163873035, 7268.221864067006, -2542.5015225145326, -0.9223510211618902, -2.4593574785393257, -0.679588438986947
1260.0, 4051232.784316925, 11131755.296461795, 2984949.2229091967, -3468.8121257009534, 7219.291954912671, -2555.8215511861094, -0.8856889591804923, -2.433610935090844, -0.6525758235072202
1280.0, 3981681.7034669435, 11275655.898867592, 2933703.9709603847, -3486.1690393010626, 7170.878948634788, -2568.6101290143943, -0.8502156765739188, -2.407674751342986, -0.6264391009371358
1300.0, 3911790.5047357064, 11418593.441450922, 2882208.120080476, -3502.8281216091314, 7122.98620039379, -2580.8845445904085, -0.815900062118642, -2.3815921500347206, -0.6011553485202287
1320.0, 3841572.915178006, 11560578.35593851, 2830471.7843665234, -3518.812214579094, 7075.616231604176, -2592.661627870916, -0.7827109982515549, -2.355403310385128, -0.5767016388290328
1340.0, 3771042.2112313914, 11701621.116640944, 2778504.745900684, -3534.1435386081753, 7028.770789263276, -2603.9577508495568, -0.7506174627679145, -2.329145521669848, -0.5530551146961448
1360.0, 3700211.2311220984, 11841732.225532616, 2726316.463890922, -3548.843695363774, 6982.450902241388, -2614.788829639726, -0.7195886188941533, -2.3028533334065973, -0.5301930555798922
1380.0, 3629092.3871969506, 11980922.198427482, 2673916.0837571532, -3562.9336723032243, 6936.656934606493, -2625.170327804695, -0.6895938946371246, -2.276558701637252, -0.5080929360288765
1400.0, 3557697.6781498753, 12119201.552192518, 2621312.446139778, -3576.4338486802603, 6891.388636065891, -2635.117260783174, -0.6606030522697821, -2.250291130897048, -0.48673247687904214
1420.0, 3486038.7011149228, 12256580.792941684, 2568514.09580973, -3589.3640028495333, 6846.645189614329, -2644.64420127128, -0.6325862487697959, -2.2240778115535265, -0.46608968978484583
1440.0, 3414126.663601557, 12393070.405155946, 2515529.290462497, -3601.74332069571, 6802.425256483718, -2653.76528543314, -0.6055140879827119, -2.197943752277772, -0.44614291565310243
1460.0, 3341972.3952516234, 12528680.84167588, 2462366.009380631, -3613.5904050291842, 6758.7270184936015, -2662.494219823638, -0.5793576652362361, -2.171911907481045, -0.426870857514794
1480.0, 3269586.359399825, 12663422.514516266, 2409031.961951481, -3624.9232858043656, 6715.548217903983, -2670.844288917201, -0.5540886050869294, -2.146003299610641, -0.4082526083368381
1500.0, 3196978.6644227314, 12797305.786453612, 2355534.5960291508, -3635.759431029351, 6672.886194874551, -2678.8283631461263, -0.5296790928362957, -2.1202371362514767, -0.3902676742431499
1520.0, 3124159.0748637198, 12930340.963339642, 2301881.1061314084, -3646.1157582487194, 6630.737922633569, -2686.4589073610377, -0.5061019004097806, -2.094630922024775, -0.37289599358230247
1540.0, 3051137.022323326, 13062538.28709633, 2248078.441463641, -3656.0086464920682, 6589.100040460852, -2693.747989634619, -0.483330407150071, -2.0692005653133854, -0.3561179522480247
1560.0, 2977921.616106937, 13193907.92934949, 2194133.313764084, -3665.4539485918704, 6547.968884587406, -2700.7072903373814, -0.46133861603567483, -2.0439604798753326, -0.33991439562905607
1580.0, 2904521.6536229877, 13324459.985660192, 2140052.204965253, -3674.4670037838446, 6507.340517113265, -2707.3481114216374, -0.44010116579689756, -2.0189236814339617, -0.32426663753620666
1600.0, 2830945.630527103, 13454204.4703157, 2085841.3746681018, -3683.062650512295, 6467.21075304292, -2713.6813858564697, -0.4195933393644547, -1.99410187935462, -0.3091564664272893
1620.0, 2757201.750608604, 13583151.311643379, 2031506.86742646, -3691.2552393711053, 6427.57518553515, -2719.7176871626853, -0.3997910690509479, -1.9695055635356358, -0.2945661492248409
1640.0, 2683297.9354173886, 13711310.347811868, 1977054.519840067, -3699.0586461187345, 6388.429209462002, -2725.4672390021938, -0.38067093883254977, -1.945144086655496, -0.28047843299726083
1660.0, 2609241.8336302177, 13838691.323087737, 1922489.9674556716, -3706.486284712662, 6349.768043367791, -2730.939924781891, -0.36221018406699873, -1.9210257419282895, -0.26687654475103106
1680.0, 2535040.8301565484, 13965303.884516047, 1867818.6514761995, -3713.5511203151636, 6311.586749916758, -2736.145297236242, -0.34438668895508445, -1.897157836527762, -0.25374418956033773
1700.0, 2460702.054984832, 14091157.578995313, 1813045.8252787457, -3720.265682228082, 6273.880254914126, -2741.0925879576444, -0.32717898202559836, -1.873546760845723, -0.241065547240386
1720.0, 2386232.3917712094, 14216261.850719364, 1758176.5607427005, -3726.642076719623, 6236.643364982231, -2745.7907168472393, -0.3105662298984186, -1.8501980537537652, -0.2288252677520361
1740.0, 2311638.486172997, 14340626.038959833, 1703215.754389857, -3732.691999711195, 6199.870783970091, -2750.2483014625377, -0.29452822955691055, -1.8271164640389843, -0.21700846550810565
1760.0, 2236926.7539300495, 14464259.376165042, 1648168.1333387783, -3738.426749296502, 6163.557128171019, -2754.473666241511, -0.27904539933902656, -1.8043060081842959, -0.20560071273561212
1780.0, 2162103.388697651, 14587170.986351546, 1593038.261076068, -3743.8572380692576, 6127.6969404198735, -2758.4748515856463, -0.264098768836434, -1.7817700246630057, -0.1945880320334472
1800.0, 2087174.369634927, 14709369.883767249, 1537830.543047513, -3748.994005239376, 6092.284703137724, -2762.2596227871622, -0.24966996787234447, -1.7595112249147378, -0.18395688825123907
1820.0, 2012145.468753202, 14830864.971805422, 1482549.2320723473, -3753.8472285208004, 6057.314850389115, -2765.835478787973, -0.23574121471169954, -1.7375317411669242, -0.1736941798026134
1840.0, 1937022.258028962, 14951665.042150337, 1427198.4335840892, -3758.4267357770404, 6022.781779012787, -2769.2096607601206, -0.22229530364164757, -1.7158331712622115, -0.1637872295144867
1860.0, 1861810.1162864673, 15071778.774136906, 1371782.1107016613, -3762.742016413044, 5988.679858884779, -2772.3891604993, -0.20931559204585276, -1.694416620647671, -0.15422377510341537
1880.0, 1786514.2358551454, 15191214.734307101, 1316304.0891345467, -3766.802232504397, 5955.003442368704, -2775.380728624842, -0.19678598708301856, -1.6732827416770313, -0.1449919593603273
1900.0, 1711139.6290070536, 15309981.376148207, 1260768.0619259272, -3770.616229657005, 5921.74687300578, -2778.190882581163, -0.18469093206792875, -1.652431770371777, -0.13608032011607146
1920.0, 1635691.134179928, 15428087.039997138, 1205177.5940377985, -3774.1925475921203, 5888.904493493715, -2780.825914436809, -0.17301539264241803, -1.6318635607819818, -0.12747778005218283
1940.0, 1560173.4219912682, 15545539.953097727, 1149536.126782187, -3777.539430453391, 5856.47065300141, -2783.2918984786506, -0.16174484281359575, -1.6115776170818186, -0.11917363641384676
1960.0, 1484591.0010491214, 15662348.229798319, 1093846.9821025187, -3780.664836833844, 5824.439713863254, -2785.5946985998175, -0.15086525092761205, -1.5915731235292325, -0.11115755067536438
1980.0, 1408948.2235650942, 15778519.871877138, 1038113.3667092778, -3783.5764495222807, 5792.806057694579, -2787.739975480825, -0.1403630656390057, -1.571848972413724, -0.1034195382023643
2000.0, 1333249.2907752984, 15894062.768984573, 982338.3760741559, -3786.281684969441, 5761.564090967375, -2789.733193564224, -0.13022520192819462, -1.55240379011039, -0.09594995794948587
2020.0, 1257498.2581746762, 16008984.699191686, 926524.9982867528, -3788.787702475336, 5730.70825008272, -2791.5796278238795, -0.12043902721290531, -1.53323596135295, -0.0887395022272823
2040.0, 1181699.0405704435, 16123293.329636006, 870676.1177778976, -3791.101413100154, 5700.233005974853, -2793.2843703304907, -0.11099234759324014, -1.5143436518327602, -0.08177918656757723
2060.0, 1105855.416960006, 16236996.217254037, 814794.5189137222, -3793.22948830164, 5670.132868279127, -2794.852336615605, -0.10187339426460129, -1.4957248292259187, -0.07506033971250667
2080.0, 1029971.0352388399, 16350100.809594227, 758882.8894644368, -3795.1783683027093, 5640.402389094344, -2796.288271836918, -0.09307081012767503, -1.477377282744638, -0.068574593748753
2100.0, 954049.416743697, 16462614.44570019, 702943.8239517435, -3796.954270193394, 5611.036166367943, -2797.596756747767, -0.08457363662032504, -1.4592986413048352, -0.06231387440527908
2120.0, 878093.9606363697, 16574544.357058687, 646979.8268788136, -3798.563195771878, 5582.028846931125, -2798.7822134743715, -0.07637130079216196, -1.4414863903961972, -0.05627039152986996
2140.0, 802107.9481332332, 16685897.668605274, 590993.3158466037, -3800.0109391295346, 5553.37512920882, -2799.8489111045606, -0.0684536026390453, -1.4239378877366735, -0.05043662975718996
2160.0, 726094.5465855655, 16796681.39978036, 534986.6245602504, -3801.303093985413, 5525.0697656279435, -2800.8009710917972, -0.06081070271157642, -1.4066503777888733, -0.0448053393787187
2180.0, 650056.813415684, 16906902.465631224, 478962.00572919863, -3802.445060775766, 5497.107564746271, -2801.642372478725, -0.0534331100087822, -1.3896210052110822, -0.03936952742281305
2200.0, 573997.6999136499, 17016567.677953787, 422921.6338646318, -3803.4420535042973, 5469.483393122353, -2802.3769569444157, -0.04631167016568287, -1.3728468273118382, -0.0341224489513059
2220.0, 497920.05489935505, 17125683.746468917, 366867.6079776792, -3804.2991063591853, 5442.192176945633, -2803.008433679873, -0.03943755394119936, -1.3563248255728568, -0.02905759857739212
2240.0, 421826.6282545063, 17234257.280030124, 310801.95418179955, -3805.0210801029743, 5415.22890344507, -2803.540384096016, -0.03280224601085321, -1.3400519163010922, -0.024168702208088744
2260.0, 345720.0743290648, 17342294.787856147, 254726.62820263862, -3805.6126682412996, 5388.588622092879, -2803.9762663688475, -0.02639753406700923, -1.3240249604676286, -0.019449709013290708
2280.0, 269602.9552264666, 17449802.680786725, 198643.51779858075, -3806.078402976772, 5362.2664456191505, -2804.319419826263, -0.020215498227835266, -1.3082407727869898, -0.01489478362229005
2300.0, 193477.74397185424, 17556787.272556167, 142554.44509510722, -3806.4226609540706, 5336.257550852117, -2804.5730691810413, -0.014248500754844741, -1.292696130087803, -0.010498298547659263
2320.0, 117346.82756745414, 17663254.78108238, 86461.16883599173, -3806.6496688025086, 5310.557179397744, -2804.7403286146255, -0.008489176077700998, -1.277387779022216, -0.006254826835524412
2340.0, 41212.50993907086, 17769211.329768084, 30365.386554283334, -3806.7635084821877, 5285.160638171133, -2804.8242057161137, -0.0029304211239568516, -1.262312443158751, -0.0021591349405154212
2360.0, -34922.98522242257, 17874662.948811136, -25731.263334084128, -3806.768122439662, 5260.063299792239, -2804.827605281006, 0.0024346140494715773, -1.2474668295004907, 0.0017938241769661684
2380.0, -111057.51172085431, 17979615.576521505, -81827.19951129053, -3806.667318579288, 5235.260602856367, -2804.7533329741054, 0.007612535327047945, -1.2328476344678232, 0.005608917734072816
2400.0, -187188.99821215583, 18084075.06064261, -137920.8958105624, -3806.464775056123, 5210.748052090095, -2804.604098860872, 0.012609713312162183, -1.218451549382519, 0.009290839592809167
2420.0, -263315.4456558829, 18188047.159674313, -194010.87933845274, -3806.1640448961334, 5186.521218402459, -2804.3825208116154, 0.01743229181660392, -1.204275265487658, 0.012844116515077966
2440.0, -339434.9248574635, 18291537.544196904, -250095.72866396903, -3805.7685604494122, 5162.575738839773, -2804.0911277826867, 0.022086196067529762, -1.1903154785354821, 0.016273114209575387
2460.0, -415545.57409788296, 18394551.79819195, -306174.0720721235, -3805.281637682099, 5138.907316452934, -2803.7323629786592, 0.026577140637864923, -1.1765688929736666, 0.019582043174912675
2480.0, -491645.596847644, 18497095.4203608, -362244.58587958163, -3804.706480312375, 5115.511720084839, -2803.3085868998255, 0.03091063710636647, -1.1630322257579342, 0.022774964343552646
2500.0, -567733.2595619265, 18599173.825437482, -418305.9928101319, -3804.046183795934, 5092.384784084967, -2802.8220802786154, 0.03509200145381574, -1.1497022098176406, 0.025855794531325724
2520.0, -643806.8895539958, 18700792.34549585, -474357.0604278116, -3803.3037391660423, 5069.522407957873, -2802.275046909016, 0.03912636120197789, -1.1365755971988891, 0.028828311697416835
2540.0, -719864.8729440061, 18801956.23124801, -530396.5996255861, -3802.4820367334587, 5046.920555952015, -2801.669616372629, 0.043018662302105916, -1.1236491619084443, 0.031696160019816885
2560.0, -795905.6526804193, 18902670.65333519, -586423.4631675371, -3801.5838696508877, 5024.5752565943985, -2801.00784666501, 0.04677367577982972, -1.1109197024797426, 0.034462854791278835
2580.0, -871927.726631432, 19002940.703607783, -642436.5442826183, -3800.61193734702, 5002.482602176479, -2800.2917267258426, 0.05039600414334507, -1.0983840442814057, 0.03713178714087242
2600.0, -947929.6457437956, 19102771.396395534, -698434.7753080694, -3799.568848834754, 4980.638748196427, -2799.5231788763604, 0.05389008756180053, -1.0860390415868373, 0.03970622858622069
2620.0, -1023910.0122665792, 19202167.669765554, -754417.1263806862, -3798.4571258978913, 4959.039912762178, -2798.7040611674643, 0.05726020982078993, -1.073881579422634, 0.04218933542150839
2640.0, -1099867.4780374886, 19301134.386768285, -810382.6041741917, -3797.279206161147, 4937.6823759595445, -2797.8361696415914, 0.0605105040618001, -1.0619085752120971, 0.04458415294630901
2660.0, -1175800.7428294718, 19399676.336670347, -866330.2506810036, -3796.0374460473204, 4916.5624791894825, -2796.9212405115736, 0.06364495831241011, -1.0501169802291612, 0.04689361954023613
2680.0, -1251708.552755338, 19497798.23617437, -922259.1420367591, -3794.7341236259126, 4895.676624478052, -2795.9609522595492, 0.06666742081394372, -1.038503780876937, 0.04912057058835903
2700.0, -1327589.6987283346, 19595504.730623826, -978168.3873860686, -3793.3714413572234, 4875.021273762257, -2794.9569276587526, 0.06958160515320574, -1.0270659998043021, 0.05126774226226736
2720.0, -1403443.0149765667, 19692800.395194404, -1034057.1277879394, -3791.9515287356558, 4854.5929481553685, -2793.910735721133, 0.072391095204783, -1.0158006968727271, 0.05333777516155942
2740.0, -1479267.3776093184, 19789689.736069757, -1089924.5351594368, -3790.4764448360884, 4834.38822719405, -2792.823893573541, 0.07509934989030857, -1.00470496998506, 0.055333217820469065
2760.0, -1555061.7032333422, 19886177.19160259, -1145769.8112561808, -3788.9481807667344, 4814.403748070372, -2791.697868264923, 0.07770970776092499, -0.993775955786903, 0.057256530084226265
2780.0, -1630824.9476173401, 19982267.13345952, -1201592.1866883019, -3787.3686620321896, 4794.636204850933, -2790.53407850752, 0.0802253914090723, -0.9830108302507139, 0.05911008635966191
2800.0, -1706556.1044027742, 20077963.86775109, -1257390.9199706274, -3785.739750809807, 4775.082347685311, -2789.333896354004, 0.08264951171554466, -0.9724068091518104, 0.0608961787444431
2820.0, -1782254.2038594347, 20173271.63614539, -1313165.2966057085, -3784.0632481427683, 4755.738982006194, -2788.098648813435, 0.08498507193765319, -0.9619611484450944, 0.0626170200392287
2840.0, -1857918.3116840154, 20268194.61696536, -1368914.6281986537, -3782.340896052985, 4736.602967722672, -2786.8296194078944, 0.08723497164414953, -0.9516711445505316, 0.0642747466469241
2860.0, -1933547.52784016, 20362736.92627043, -1424638.251602473, -3780.5743795766466, 4717.671218408849, -2785.528049672459, 0.08940201050241502, -0.9415341345548686, 0.06587142136308291
2880.0, -2009140.9854385203, 20456902.618921667, -1480335.5280929157, -3778.765328725651, 4698.940700489164, -2784.1951406002513, 0.09148889192327452, -0.9315474963366028, 0.06740903606140712
2900.0, -2084697.849655275, 20550695.689630512, -1536005.8425715899, -3776.915320377342, 4680.408432421798, -2782.8320540348354, 0.09349822656862954, -0.9217086486207325, 0.06888951427816993
2920.0, -2160217.3166877897, 20644120.073991507, -1591648.6027965432, -3775.025880095532, 4662.071483881758, -2781.4399140119835, 0.09543253572694438, -0.9120150509692607, 0.07031471369927694
2940.0, -2235698.6127459905, 20737179.649498273, -1647263.2386390765, -3773.0984838852423, 4643.926974944869, -2780.0198080525247, 0.09729425456147545, -0.9024642037131426, 0.07168642855356094
2960.0, -2311140.9930782286, 20829878.236543354, -1702849.2013660006, -3771.1345598837534, 4625.972075273315, -2778.5727884083417, 0.09908573523596843, -0.8930536478308413, 0.0730063919157963
2980.0, -2386543.7410303084, 20922219.599401835, -1758405.9629463519, -3769.135489990321, 4608.2040033044705, -2777.099873263092, 0.10080924992239526, -0.8837809647783266, 0.07427627792280121
3000.0, -2461906.1671365816, 21014207.447198935, -1813933.0153816796, -3767.1026114368533, 4590.620025443311, -2775.602047889553, 0.10246699369515908, -0.8746437762750211, 0.07549770390588728
3020.0, -2537227.60824177, 21105845.434861112, -1869429.8700590322, -3765.0372183018103, 4573.217455259774, -2774.0802657650224, 0.10406108731604165, -0.8656397440498786, 0.07667223244281059
3040.0, -2612507.4266526764, 21197137.16405151, -1924896.0571259023, -3762.940562969485, 4555.993652691171, -2772.53544964653, 0.10559357991402694, -0.8567665695514274, 0.07780137333226482
3060.0, -2687745.0093183764, 21288086.18408933, -1980331.1248862455, -3760.813857536686, 4538.946023251197, -2770.9684926072923, 0.10706645156397938, -0.8480219936253761, 0.07888658549385417
3080.0, -2762939.767038143, 21378695.992853373, -2035734.6392168351, -3758.658275168849, 4522.0720172453875, -2769.380259035836, 0.10848161576803651, -0.8394037961631104, 0.07992927879638224
3100.0, -2838091.1336960183, 21468970.037670214, -2091106.1830033085, -3756.474951407431, 4505.369128993891, -2767.7715855993756, 0.10984092184341843, -0.8309097957241174, 0.08093081581719107
3120.0, -2913198.565520992, 21558911.71618694, -2146445.355595067, -3754.2649854305, 4488.834896062138, -2766.143282172585, 0.11114615722023267, -0.822537849135205, 0.08189251353518438
3140.0, -2988261.540371977, 21648524.37722825, -2201751.7722784253, -3752.0294412681874, 4472.466898499613, -2764.496132733064, 0.11239904965273374, -0.8142858510691731, 0.0828156449600833
3160.0, -3063279.5570466076, 21737811.321638297, -2257025.063767373, -3749.7693489748017, 4456.262758087375, -2762.83089622505, 0.11360126934735412, -0.8061517336053498, 0.08370144070036158
3180.0, -3138252.134613167, 21826775.80310856, -2312264.875711314, -3747.485705759085, 4440.220137594453, -2761.148307392205, 0.11475443101069711, -0.7981334657741599, 0.0845510904722062
3200.0, -3213178.8117646156, 21915421.02898966, -2367470.868219119, -3745.1794770744914, 4424.336740043444, -2759.44907758082, 0.11586009582060086, -0.7902290530879712, 0.08536574455179806
3220.0, -3288059.146194055, 22003750.161089372, -2422642.715398966, -3742.8515976705708, 4408.610307985659, -2757.733895514592, 0.11691977332321474, -0.7824365370599792, 0.08614651517307814
3240.0, -3362892.7139908746, 22091766.31645587, -2477780.1049134308, -3740.502972607236, 4393.038622786167, -2756.003428041864, 0.11793492325896023, -0.7747539947129726, 0.08689447787311624
3260.0, -3437679.109056828, 22179472.568147488, -2532882.7375492235, -3738.1344782332053, 4377.619503918309, -2754.2583208565543, 0.11890695732011015, -0.7671795380795496, 0.08761067278709478
3280.0, -3512417.9425412565, 22266871.94598703, -2587950.3268010984, -3735.746963129871, 4362.350808268848, -2752.499199193647, 0.11983724084265696, -0.7597113136954067, 0.08829610589487906
3300.0, -3587108.8422949407, 22353967.43730378, -2642982.5984694255, -3733.3412490221226, 4347.230429452843, -2750.7266685002146, 0.12072709443497673, -0.7523475020868953, 0.0889517502210163
3320.0, -3661751.4523418406, 22440761.987661477, -2697979.290270972, -3730.9181316570102, 4332.256297139074, -2748.941315082856, 0.1215777955457574, -0.7450863172542314, 0.08957854698998567
3340.0, -3736345.43236801, 22527258.501571856, -2752940.151462349, -3728.478381651829, 4317.426376385736, -2747.143706732573, 0.12239057997355345, -0.737926006151566, 0.09017740673843905
3360.0, -3810890.4572273106, 22613459.843196962, -2807864.9424758074, -3726.022745312446, 4302.738666986603, -2745.3343933276824, 0.12316664332018375, -0.7308648481647758, 0.0907492103860643
3380.0, -3885386.2164630466, 22699368.837036446, -2862753.434566803, -3723.5519454230953, 4288.191202827569, -2743.513907415784, 0.12390714239020234, -0.7239011545882166, 0.09129481026671658
3400.0, -3959832.413845303, 22784988.26860368, -2917605.409473048, -3721.0666820088745, 4273.782051253804, -2741.682764775517, 0.12461319653848205, -0.7170332681010908, 0.09181503112131623
3420.0, -4034228.766923085, 22870320.885088537, -2972420.6590845874, -3718.5676330715637, 4259.509312447255, -2739.8414649587476, 0.12528588896794382, -0.7102595622443945, 0.0923106710540181
